Arrival Date,Consignee,Consignee Address,Consignee City,Consignee State/Region,Consignee Postal Code,Consignee Country,Consignee Full Address,Consignee Email 1,Consignee Email 2,Consignee Email 3,Consignee Phone 1,Consignee Phone 2,Consignee Phone 3,Consignee Fax,Consignee Website 1,Consignee Website 2,Consignee Profile,Consignee D-U-N-S®,Consignee Industry,Consignee Revenue,Consignee Employees,Consignee Market Capitalization,Consignee Trade Roles,Consignee SIC Codes,Shipper,Shipper Address,Shipper City,Shipper State/Region,Shipper Postal Code,Shipper Country,Shipper Full Address,Shipper Email 1,Shipper Email 2,Shipper Email 3,Shipper Phone 1,Shipper Phone 2,Shipper Phone 3,Shipper Fax,Shipper Website 1,Shipper Website 2,Shipper Profile,Shipper D-U-N-S®,Shipper Industry,Shipper Revenue,Shipper Employees,Shipper Market Capitalization,Shipper Trade Roles,Shipper SIC Codes,Shipment Destination,Shipment Destination Region,Quantity,Weight (kg),Value of Goods (USD),Number of Containers,HS Code,Goods Shipped
2018-03-27,Edward Don & Co. Texas Dc,3501 Plano Parkway,The Colony,Texas,75056,United States,"3501 Plano Parkway, The Colony, TX 75056, USA",,,,,,,,,,https://panjiva.com/Edward-Don-Co-Texas-Dc/39716341,,,,,,"","",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Dallas/Fort Worth International Airport, Dallas/Ft. Worth Airport, Texas",Southwest Region,440 CTN,2472.0,"",1,3924.10,PLASTIC MUG
2018-03-26,Omega Products International Inc.,1681 California Avenue,Corona,California,92881,United States,"1681 California Avenue, Corona, CA 92881, USA",info@omega-products.com,,,+1 916 635 3335,,,+1 951 737 8636,omega-products.com,,https://panjiva.com/Omega-Products-International-Inc/2087302,107724668,Household Durables,34086127,140,,"","2899, 3299",Everich Industries Ltd.,,,,,,NO.1 #1 ST HANGZHOU ECONOMIC ZHEJIANG CHINA TE87689336,,,,+86 87689336,,,,,,https://panjiva.com/Everich-Industries-Ltd/46597854,,,,,,Manufacturer,"","The Port of Los Angeles, Los Angeles, California",Pacific Region,117 PKG,8400.0,30700.0,1,7019.59,FIBERGLASS MESH
2018-03-22,Kmart Corp. 3333 Beverly,Hoffman Estates Drive,Columbia,Illinois,62236,United States,"Hoffman Estates Drive, Columbia, IL 62236, USA",,,,+1 909 390 4525,+1 248 643 5249,+1 847 286 3200,,,,https://panjiva.com/Kmart-Corp-3333-Beverly/29250087,,Multiline Retail,,45000,,"","",Ups Scs (China) Ltdshanghai Br Anch.,,Suzhou,Jiangsu,,China,"Suzhou, Jiangsu, China",,,,+86 862227217071,,,+86 862227217078,,,https://panjiva.com/Ups-Scs-China-Ltdshanghai-Br-Anch/26130380,529929218,,262983098,100,,"Logistics, Wholesale",4731,"New York/Newark Area, Newark, New Jersey",New York Region,444 CTN,2136.0,"",1,6307.90,"BED IN A BAG 100- POLY-GDSM-
SOLID DUST RUFFLE
ZHEJIANG PUJIANG YIERHONG INDUSTRY
- TRADE CO.,LTD
PO#P357D-P358K
DEPT#048
REF#101-102
TOTAL QTY. 4348 PCS
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-6-FEB-2018
FREIGHT COLLECT
#
PINGFANTEL 86 512 65211147FAX 86 5
12 65216071"
2018-03-22,Davidstea,3162 Boulevard Industriel,Sherbrooke,Québec,J1L,Canada,"3162 Boulevard Industriel, Sherbrooke, QC J1L, Canada",,,,,,,,,,https://panjiva.com/Davidstea/41912576,,Specialty Retail,180287958.53,1735,36150782.0,"","",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Port of Tacoma, Tacoma, Washington",Pacific Region,410 CTN,4305.0,"",1,3924.10,"VACUUM CUP
PO#14844"
2018-03-19,Kable Packaging,4275 Thunderbird Lane,Fairfield,Ohio,45014,United States,"4275 Thunderbird Lane, Fairfield, OH 45014, USA",,,,+1 513 671 2800,,,,,,https://panjiva.com/Kable-Packaging/29766463,038746938,,2912253,15,,"","4225, 7389",Lianyungang Xuanyi Imp.&Exp.,Ba Yi Bei Jie,Jinhua Shi,Zhejiang Sheng,321000,China,"Ba Yi Bei Jie, Wucheng Qu, Jinhua Shi, Zhejiang Sheng, China, 321000",,,,+86 579 8251 5112,+86 82515112,+86 579 8529 9397,,,,https://panjiva.com/Lianyungang-Xuanyi-Imp-Exp/24174932,,,,,,"Trading Company, Wholesale","","Illinois International Port District, Chicago, Illinois",North Central Region,93 PKG,976.0,"",1,3304.10,LIP GLOSS
2018-03-17,Costco Wholesale,999 Lake Drive,Issaquah,Washington,98027,United States,"999 Lake Drive, Issaquah, WA 98027, USA",exports@costco.com,,,+1 425 313 8100,,,+1 425 313 8103,costco.com,,https://panjiva.com/Costco-Wholesale/1824647,103391843,Food and Staples Retailing,129025000000.0,194000,107431955167.0,"",5399,Ups Scs (China) Ltd. Ningbo Branch,,Shanghai,Shanghai,200127,China,"Pudong, Shanghai, China, 200127",hengyeshen@163.com,cathy@chinachenxiao.com,yw2.xinyun@gmail.com,+86 862227217071,,,+86 862227217078,hongliu.js.cn,vip.163.com,https://panjiva.com/Ups-Scs-China-Ltd-Ningbo-Branch/1777636,529929218,,262983098,100,,"Manufacturer, Logistics",4731,"Georgia Ports Authority, Savannah, Georgia",Southeast Region,29 CTN,3361.0,"",1,9617.00,"VACUUM FLASK
HTS 961700
PO2620919508
S-C#GB17-0122
AMS PREPAID
IF APPLICABLE CPSIA URL -WWW.
COSTCOCPSIA.COM
FREIGHT COLLECT
#
L 057187923697 EMAIL FALLON@
EVERICH
.CN"
2018-03-17,Delighted Home Co.,48 Queen Road,Gordonville,Pennsylvania,17529,United States,"48 Queen Rd, Gordonville, PA 17529, USA",,,,,,,,,,https://panjiva.com/Delighted-Home-Co/42525280,,,,,,"","","Hangzhou Everich E Commerce Co., Ltd.",,Hangzhou,Zhejiang,,China,"Hangzhou, Zhejiang, China",,,,+86 571 8781 1536,+86 571 8792 3688,+86 571 8792 3660,,,,https://panjiva.com/Hangzhou-Everich-E-Commerce-Co-Ltd/39836476,,,,,,"","","New York/Newark Area, Newark, New Jersey",New York Region,593 CTN,5984.0,"",1,9617.00,VACUUM FLASK
2018-03-13,United By Blue,340 North 12th Street,Philadelphia,Pennsylvania,19107,United States,"340 North 12th Street, Philadelphia, PA 19107, USA",brian@unitedbyblue.com,,,+1 267 686 8334,,,,unitedbyblue.com,,https://panjiva.com/United-By-Blue/24480710,,,10250730,95,,"",5137,Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","New York/Newark Area, Newark, New Jersey",New York Region,60 CTN,539.0,"",1,9617.00,"STAINLESS STEEL MUG
VACUUM FLASK
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
."
2018-03-08,Kmart Corp. 3333 Beverly,Hoffman Estates Drive,Columbia,Illinois,62236,United States,"Hoffman Estates Drive, Columbia, IL 62236, USA",,,,+1 909 390 4525,+1 248 643 5249,+1 847 286 3200,,,,https://panjiva.com/Kmart-Corp-3333-Beverly/29250087,,Multiline Retail,,45000,,"","",Ups Scs (China) Ltd. Ningbo Branch,,Shanghai,Shanghai,200127,China,"Pudong, Shanghai, China, 200127",hengyeshen@163.com,cathy@chinachenxiao.com,yw2.xinyun@gmail.com,+86 862227217071,,,+86 862227217078,hongliu.js.cn,vip.163.com,https://panjiva.com/Ups-Scs-China-Ltd-Ningbo-Branch/1777636,529929218,,262983098,100,,"Manufacturer, Logistics",4731,"New York/Newark Area, Newark, New Jersey",New York Region,1172 CTN,5233.0,"",1,9404.90,"BED IN A BAG 100- POLY-GDSM-
MONTAUK COMFORTER
REF#101-102
PO#P357R-P357D-P357R
P357F-P357H-P357G-P357U
DEPT# 048
SUZHOU EVERICH IMP AND EXP .CO.,
LTD
JIANGSU HOLLY EVERLASTING INC
YANCHENG JINYUE TEXTILE ARTS CO.,
LTD
ZHEJIANG PUJIANG YIERHONG INDUSTRY
TRADE CO.LTD
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-
FREIGHT COLLECT
#
OVINCE,CHINA 226314CONTACT PERSON-
XUJIANTEL 86 513 80160818 FAX-86 5
13 86347088"
2018-03-08,Kmart Corp. 3333 Beverly,Hoffman Estates Drive,Columbia,Illinois,62236,United States,"Hoffman Estates Drive, Columbia, IL 62236, USA",,,,+1 909 390 4525,+1 248 643 5249,+1 847 286 3200,,,,https://panjiva.com/Kmart-Corp-3333-Beverly/29250087,,Multiline Retail,,45000,,"","",Ups Scs (China) Ltd. Ningbo Branch,,Shanghai,Shanghai,200127,China,"Pudong, Shanghai, China, 200127",hengyeshen@163.com,cathy@chinachenxiao.com,yw2.xinyun@gmail.com,+86 862227217071,,,+86 862227217078,hongliu.js.cn,vip.163.com,https://panjiva.com/Ups-Scs-China-Ltd-Ningbo-Branch/1777636,529929218,,262983098,100,,"Manufacturer, Logistics",4731,"New York/Newark Area, Newark, New Jersey",New York Region,20246 CTN,77792.0,"",13,9404.90; 9404.90; 9404.90; 9404.90; 9404.90; 9404.90; 9404.90; 9404.90; 9404.90; 9404.90; 9404.90; 9404.90; 9404.90,"BED IN A BAG 100- POLY-GDSM-
MONTAUK COMFORTER
REF#101-102
PO#P357R-P357D-P357R
P357F-P357H-P357G-P357U
DEPT# 048
SUZHOU EVERICH IMP AND EXP .CO.,
LTD
JIANGSU HOLLY EVERLASTING INC
YANCHENG JINYUE TEXTILE ARTS CO.,
LTD
ZHEJIANG PUJIANG YIERHONG INDUSTRY
TRADE CO.LTD
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-
FREIGHT COLLECT
#
OVINCE,CHINA 226314CONTACT PERSON-
XUJIANTEL 86 513 80160818 FAX-86
513 86347088; BED IN A BAG 100- POLY-GDSM-
MONTAUK COMFORTER
REF#101-102
PO#P357R-P357D-P357R
P357F-P357H-P357G-P357U
DEPT# 048
SUZHOU EVERICH IMP AND EXP .CO.,
LTD
JIANGSU HOLLY EVERLASTING INC
YANCHENG JINYUE TEXTILE ARTS CO.,
LTD
ZHEJIANG PUJIANG YIERHONG INDUSTRY
TRADE CO.LTD
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-
FREIGHT COLLECT
#
OVINCE,CHINA 226314CONTACT PERSON-
XUJIANTEL 86 513 80160818 FAX-86
513 86347088; BED IN A BAG 100- POLY-GDSM-
MONTAUK COMFORTER
REF#101-102
PO#P357R-P357D-P357R
P357F-P357H-P357G-P357U
DEPT# 048
SUZHOU EVERICH IMP AND EXP .CO.,
LTD
JIANGSU HOLLY EVERLASTING INC
YANCHENG JINYUE TEXTILE ARTS CO.,
LTD
ZHEJIANG PUJIANG YIERHONG INDUSTRY
TRADE CO.LTD
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-
FREIGHT COLLECT
#
OVINCE,CHINA 226314CONTACT PERSON-
XUJIANTEL 86 513 80160818 FAX-86
513 86347088; BED IN A BAG 100- POLY-GDSM-
MONTAUK COMFORTER
REF#101-102
PO#P357R-P357D-P357R
P357F-P357H-P357G-P357U
DEPT# 048
SUZHOU EVERICH IMP AND EXP .CO.,
LTD
JIANGSU HOLLY EVERLASTING INC
YANCHENG JINYUE TEXTILE ARTS CO.,
LTD
ZHEJIANG PUJIANG YIERHONG INDUSTRY
TRADE CO.LTD
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-
FREIGHT COLLECT
#
OVINCE,CHINA 226314CONTACT PERSON-
XUJIANTEL 86 513 80160818 FAX-86
513 86347088; BED IN A BAG 100- POLY-GDSM-
MONTAUK COMFORTER
REF#101-102
PO#P357R-P357D-P357R
P357F-P357H-P357G-P357U
DEPT# 048
SUZHOU EVERICH IMP AND EXP .CO.,
LTD
JIANGSU HOLLY EVERLASTING INC
YANCHENG JINYUE TEXTILE ARTS CO.,
LTD
ZHEJIANG PUJIANG YIERHONG INDUSTRY
TRADE CO.LTD
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-
FREIGHT COLLECT
#
OVINCE,CHINA 226314CONTACT PERSON-
XUJIANTEL 86 513 80160818 FAX-86
513 86347088; BED IN A BAG 100- POLY-GDSM-
MONTAUK COMFORTER
REF#101-102
PO#P357R-P357D-P357R
P357F-P357H-P357G-P357U
DEPT# 048
SUZHOU EVERICH IMP AND EXP .CO.,
LTD
JIANGSU HOLLY EVERLASTING INC
YANCHENG JINYUE TEXTILE ARTS CO.,
LTD
ZHEJIANG PUJIANG YIERHONG INDUSTRY
TRADE CO.LTD
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-
FREIGHT COLLECT
#
OVINCE,CHINA 226314CONTACT PERSON-
XUJIANTEL 86 513 80160818 FAX-86
513 86347088; BED IN A BAG 100- POLY-GDSM-
MONTAUK COMFORTER
REF#101-102
PO#P357R-P357D-P357R
P357F-P357H-P357G-P357U
DEPT# 048
SUZHOU EVERICH IMP AND EXP .CO.,
LTD
JIANGSU HOLLY EVERLASTING INC
YANCHENG JINYUE TEXTILE ARTS CO.,
LTD
ZHEJIANG PUJIANG YIERHONG INDUSTRY
TRADE CO.LTD
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-
FREIGHT COLLECT
#
OVINCE,CHINA 226314CONTACT PERSON-
XUJIANTEL 86 513 80160818 FAX-86
513 86347088; BED IN A BAG 100- POLY-GDSM-
MONTAUK COMFORTER
REF#101-102
PO#P357R-P357D-P357R
P357F-P357H-P357G-P357U
DEPT# 048
SUZHOU EVERICH IMP AND EXP .CO.,
LTD
JIANGSU HOLLY EVERLASTING INC
YANCHENG JINYUE TEXTILE ARTS CO.,
LTD
ZHEJIANG PUJIANG YIERHONG INDUSTRY
TRADE CO.LTD
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-
FREIGHT COLLECT
#
OVINCE,CHINA 226314CONTACT PERSON-
XUJIANTEL 86 513 80160818 FAX-86
513 86347088; BED IN A BAG 100- POLY-GDSM-
MONTAUK COMFORTER
REF#101-102
PO#P357R-P357D-P357R
P357F-P357H-P357G-P357U
DEPT# 048
SUZHOU EVERICH IMP AND EXP .CO.,
LTD
JIANGSU HOLLY EVERLASTING INC
YANCHENG JINYUE TEXTILE ARTS CO.,
LTD
ZHEJIANG PUJIANG YIERHONG INDUSTRY
TRADE CO.LTD
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-
FREIGHT COLLECT
#
OVINCE,CHINA 226314CONTACT PERSON-
XUJIANTEL 86 513 80160818 FAX-86
513 86347088; BED IN A BAG 100- POLY-GDSM-
MONTAUK COMFORTER
REF#101-102
PO#P357R-P357D-P357R
P357F-P357H-P357G-P357U
DEPT# 048
SUZHOU EVERICH IMP AND EXP .CO.,
LTD
JIANGSU HOLLY EVERLASTING INC
YANCHENG JINYUE TEXTILE ARTS CO.,
LTD
ZHEJIANG PUJIANG YIERHONG INDUSTRY
TRADE CO.LTD
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-
FREIGHT COLLECT
#
OVINCE,CHINA 226314CONTACT PERSON-
XUJIANTEL 86 513 80160818 FAX-86
513 86347088; BED IN A BAG 100- POLY-GDSM-
MONTAUK COMFORTER
REF#101-102
PO#P357R-P357D-P357R
P357F-P357H-P357G-P357U
DEPT# 048
SUZHOU EVERICH IMP AND EXP .CO.,
LTD
JIANGSU HOLLY EVERLASTING INC
YANCHENG JINYUE TEXTILE ARTS CO.,
LTD
ZHEJIANG PUJIANG YIERHONG INDUSTRY
TRADE CO.LTD
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-
FREIGHT COLLECT
#
OVINCE,CHINA 226314CONTACT PERSON-
XUJIANTEL 86 513 80160818 FAX-86
513 86347088; BED IN A BAG 100- POLY-GDSM-
MONTAUK COMFORTER
REF#101-102
PO#P357R-P357D-P357R
P357F-P357H-P357G-P357U
DEPT# 048
SUZHOU EVERICH IMP AND EXP .CO.,
LTD
JIANGSU HOLLY EVERLASTING INC
YANCHENG JINYUE TEXTILE ARTS CO.,
LTD
ZHEJIANG PUJIANG YIERHONG INDUSTRY
TRADE CO.LTD
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-
FREIGHT COLLECT
#
OVINCE,CHINA 226314CONTACT PERSON-
XUJIANTEL 86 513 80160818 FAX-86
513 86347088; BED IN A BAG 100- POLY-GDSM-
MONTAUK COMFORTER
REF#101-102
PO#P357R-P357D-P357R
P357F-P357H-P357G-P357U
DEPT# 048
SUZHOU EVERICH IMP AND EXP .CO.,
LTD
JIANGSU HOLLY EVERLASTING INC
YANCHENG JINYUE TEXTILE ARTS CO.,
LTD
ZHEJIANG PUJIANG YIERHONG INDUSTRY
TRADE CO.LTD
CODE-CHA-CHAMBERSBURG,PA
THE ABOVE SHIPMENT DOES NOT
CONTAIN
ANY SOLID WOOD PACKAGING MATERIAL
STORE DOOR DELIVERY
PLACE OF DELIVERY-CHAMBERSBURG,PA
17201 DOOR
CONTAINER GATE-IN DATE-
FREIGHT COLLECT
#
OVINCE,CHINA 226314CONTACT PERSON-
XUJIANTEL 86 513 80160818 FAX-86
513 86347088"
2018-03-08,Summit Legacy Products,5932 Fossil Creek Parkway,Fort Collins,Colorado,80525,United States,"5932 Fossil Creek Pkwy, Fort Collins, CO 80525, USA",,,,+1 970 481 3930,,,,,,https://panjiva.com/Summit-Legacy-Products/46248030,,,,,,Manufacturer,"","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Long Beach, Long Beach, California",Pacific Region,226 PKG,1583.0,"",1,2204.21,METAL WINE CUP
2018-03-07,Splash International Marketing Inc.,395 Cochrane Drive,Markham,Ontario,L3R 9R5,Canada,"395 Cochrane Drive, Markham, ON L3R 9R5, Canada",info@splash.ca,,,+1 905 947 4440,,,+1 905 947 4441,,,https://panjiva.com/Splash-International-Marketing-Inc/2129551,203654884,,12388846,50,,Wholesale,5199,Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Port of Seattle, Seattle, Washington",Pacific Region,317 CTN,1902.0,"",1,6911.10,CERAMIC MUG
2018-03-07,The Tea Spot,4699 Nautilus Court South,Boulder,Colorado,80301,United States,"4699 Nautilus Court South, Boulder, CO 80301, USA",,,,+1 303 444 8324,,,,theteaspot.com,,https://panjiva.com/The-Tea-Spot/2153959,,,809304,12,,Manufacturer,5499,Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Service Port-Denver, Denver, Colorado",North Central Region,375 CTN,3855.0,"",1,7010.90; 7013.49,"GLASS BOTTLE HS:701349 THIS SHIPMENT
CONTAINS NO WOOD PACKAGING MATERIALS
.
.
.
."
2018-03-07,Vicci Design Llc Dba Kryo Gear Llc,5331 West Minnesota Street,Indianapolis,Indiana,46241,United States,"5331 W Minnesota St, Indianapolis, IN 46241, USA",,,,,,,,,,https://panjiva.com/Vicci-Design-Llc-Dba-Kryo-Gear-Llc/46507484,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Illinois International Port District, Chicago, Illinois",North Central Region,2740 CTN,35793.0,"",3,7323.93; 7323.93; 7323.93,STAINLESS STEEL MUGVACUUM FLASKVACUUM CUP; STAINLESS STEEL MUGVACUUM FLASKVACUUM CUP; STAINLESS STEEL MUGVACUUM FLASKVACUUM CUP
2018-03-07,Roure And Roure Llc,408 Sandy Lane,Libertyville,Illinois,60048,United States,"408 Sandy Ln, Libertyville, IL 60048, USA",,,,,,,,,,https://panjiva.com/Roure-And-Roure-Llc/46486347,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Dallas/Fort Worth International Airport, Dallas/Ft. Worth Airport, Texas",Southwest Region,50 CTN,525.0,"",1,9617.00,VACUUM FLASK  AMSKYSI KYLSAH1800622
2018-03-01,Base Brands Llc,887 West Marietta Street Northwest,Atlanta,Georgia,30318,United States,"887 West Marietta Street Northwest, Atlanta, GA 30318, USA",emandrew@basebrands.com,,,+1 678 395 7513,,,,,,https://panjiva.com/Base-Brands-Llc/1912036,,Containers and Packaging,395063,4,,"","5719, 7311",Everich And Tomic Housewares Co. Lt,9 Jiu Sheng Lu,Hangzhou Shi,Zhejiang Sheng,,China,"9 Jiu Sheng Lu, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China",,,,+86 571 8792 2372,+86 158 6819 2680,+86 571 8792 3661,,,,https://panjiva.com/Everich-And-Tomic-Housewares-Co-Lt/46304150,,,,,,"","","Port of Long Beach, Long Beach, California",Pacific Region,276 CTN,773.0,"",1,"",STAINLESS DW CUP
2018-03-01,Pacific Rim Ventures Inc.,1200 Southeast 2nd Avenue,Canby,Oregon,97013,United States,"1200 Southeast 2nd Avenue, Canby, OR 97013, USA",weborders@proactivesports.com,,,+1 503 263 8583,,,+1 503 263 8579,proactivesports.com,,https://panjiva.com/Pacific-Rim-Ventures-Inc/2009798,,,6471891,23,,"","3949, 5091, 5199","Hangzhou Everich Houseware Co., Ltd.",Jiefang Road,Hangzhou,Zhejiang,310000,China,"Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,,,+86 571 8792 3688,,,+86 571 8792 3699,everich.cn,,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,,,,,,Logistics,"","Port of Portland, Portland, Oregon",Pacific Region,1479 CTN,10971.0,"",2,3924.10; 3924.10,VACUUM KEEP-WARM GLASS; VACUUM KEEP-WARM GLASS
2018-02-28,Roure And Roure Llc,408 Sandy Lane,Libertyville,Illinois,60048,United States,"408 Sandy Ln, Libertyville, IL 60048, USA",,,,,,,,,,https://panjiva.com/Roure-And-Roure-Llc/46486347,,,,,,"","",Everich Commerce Group Ltd.,8 Xin Ye Lu,Hangzhou Shi,Zhejiang Sheng,310016,China,"8 Xin Ye Lu, XinCheng ShangQuan, Jianggan Qu, Hangzhou Shi, Zhejiang Sheng, China, 310016",emshipping@everich.cn,,,+86 571 6993 6011,+86 571 8529 0114,+86 571 8792 3688,,,,https://panjiva.com/Everich-Commerce-Group-Ltd/46261616,,,,,,"","","Illinois International Port District, Chicago, Illinois",North Central Region,50 CTN,525.0,"",1,9617.00,VACUUM FLASK    AMSKYSI CHIH1800208
