Shipment Month,Matching Fields,Shipper,Shipper Full Address,Shipper Email 1,Shipper Phone 1,Shipper Website 1,Shipper Profile,Shipper Trade Roles,Shipper Name (Chinese Format),Shipper Address (Chinese Format),Shipper Address (Original Format),Shipper Global HQ,Shipper Global HQ Address,Shipper Global HQ D-U-N-S®,Shipper Domestic HQ,Shipper Domestic HQ Address,Shipper Domestic HQ D-U-N-S®,Shipment Destination,Province,Country of Sale,Transport Method,Is Containerized,Value of Goods (USD),HS Code,HS Code Description,HS Code Keywords,Trade Direction,Admin Region,Trade Type
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,8044.0,854720,"Insulating fittings; of plastics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546",AC VACUUM CONTACTOR MATING INSULATING PARTS;  ANTI-TRACKING TUBING;  APG INSULATION PIECE;  BAKELITE COLUMN;  BAKELITE GASKET;  BATTERY INSULATING DISC;  BELL INSULATOR 12KV;  BRACKET INSULATOR 12KV;  BUS DUCT INSULATING CELL;  BUSHING;  CABLE ACCESSORIES,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,Air Transport,Yes,363.0,392690,Plastics; other articles n.e.c. in chapter 39,110 DISTRIBUTING FRAME CABLE OPERATION RING;  200#SUIT NEEDLE SEGMENT;  3D ELASTIC FILLING;  3D MOUSE ROLLER WHEEL;  4 MIN PLASTIC SPRAYER;  AB TUBING;  ABRASION PROOF RING;  ABRASION-PROOF RESIN PLATE;  ABS ADJUSTABLE TAIL SUPPORT;  ABS ANNULAR GEAR;  AB,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,Air Transport,Yes,32078.0,961700,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners",ACRYLIC INSULATION CAN;  AIR POT BOTTLE;  AIR PRESSURE BOTTLE WITH IRON CASE;  AIR PRESSURE BOTTLE WITH PLASTIC CASE;  AIR PRESSURE BOTTLE WITH STAINLESS STEEL CASE;  ALL STAINLESS STEEL VACUUM BOTTLES;  ALL-PLASTIC VACUUM FLASK;  ATMOSPHERIC PRESSURE VAC,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,Air Transport,Yes,763.0,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",12 PCS SET COOKER;  18 PCS KITCHENWARE;  3PCS BBQ SET;  6 PIECES BAR TOOL SUIT;  8 PIECES BAR TOOL SUIT;  AD CUPS;  ADVANCED ROUND FIRE POT STOVE;  ADVERTISEMENT GIFT CUP;  AIR BOTTLE PLATFORM;  AIR-TIGHT JARS;  ALCOHOL STOVE STAND;  ALL STAINLESS STEEL V,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,Air Transport,Yes,21349.0,392410,Plastics; tableware and kitchenware,250 MILLILITER SPORTS KETTLE;  300 MILLILITER SPORTS KETTLE;  ABSORBENT PAPER CUP PAD;  ACRYLIC CASTOR;  ACRYLIC CASTOR TRAY;  ACRYLIC CUP;  ACRYLIC CUTTING BOARD;  ACRYLIC DRAUGHT BEER POT;  ACRYLIC FRUIT BOWL;  ACRYLIC FRUIT DISH;  ACRYLIC FRUIT PLATE; ,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,Canada,Zhejiang Province,Canada,Air Transport,Yes,1350.0,392350,"Plastics; stoppers, lids, caps and other closures, for the conveyance or packing of goods",ABS PLASTICS BOTTLE CAP;  ABS XISU;  ACRYLIC BOTTLE CAP;  ACRYLIC PERFUME BOTTLE CAP;  AEROFLOAT BOTTLE CAP;  AEROSOL PREPARATION GLUE COVER;  AEROSOL PREPARATION PLASTIC CAP;  AGRICULTURAL CHEMICALS BOTTLE CAP;  ALUMINIUM AND PLASTIC COMPOUND COVER;  ALU,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,Germany,Zhejiang Province,Germany,Air Transport,Yes,117.0,392410,Plastics; tableware and kitchenware,250 MILLILITER SPORTS KETTLE;  300 MILLILITER SPORTS KETTLE;  ABSORBENT PAPER CUP PAD;  ACRYLIC CASTOR;  ACRYLIC CASTOR TRAY;  ACRYLIC CUP;  ACRYLIC CUTTING BOARD;  ACRYLIC DRAUGHT BEER POT;  ACRYLIC FRUIT BOWL;  ACRYLIC FRUIT DISH;  ACRYLIC FRUIT PLATE; ,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,Germany,Zhejiang Province,Germany,Air Transport,Yes,5198.0,392410,Plastics; tableware and kitchenware,250 MILLILITER SPORTS KETTLE;  300 MILLILITER SPORTS KETTLE;  ABSORBENT PAPER CUP PAD;  ACRYLIC CASTOR;  ACRYLIC CASTOR TRAY;  ACRYLIC CUP;  ACRYLIC CUTTING BOARD;  ACRYLIC DRAUGHT BEER POT;  ACRYLIC FRUIT BOWL;  ACRYLIC FRUIT DISH;  ACRYLIC FRUIT PLATE; ,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,Germany,Zhejiang Province,Germany,Air Transport,Yes,3025.0,392350,"Plastics; stoppers, lids, caps and other closures, for the conveyance or packing of goods",ABS PLASTICS BOTTLE CAP;  ABS XISU;  ACRYLIC BOTTLE CAP;  ACRYLIC PERFUME BOTTLE CAP;  AEROFLOAT BOTTLE CAP;  AEROSOL PREPARATION GLUE COVER;  AEROSOL PREPARATION PLASTIC CAP;  AGRICULTURAL CHEMICALS BOTTLE CAP;  ALUMINIUM AND PLASTIC COMPOUND COVER;  ALU,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,New Zealand,Zhejiang Province,New Zealand,River-Sea Transportation,Yes,2198.0,961700,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners",ACRYLIC INSULATION CAN;  AIR POT BOTTLE;  AIR PRESSURE BOTTLE WITH IRON CASE;  AIR PRESSURE BOTTLE WITH PLASTIC CASE;  AIR PRESSURE BOTTLE WITH STAINLESS STEEL CASE;  ALL STAINLESS STEEL VACUUM BOTTLES;  ALL-PLASTIC VACUUM FLASK;  ATMOSPHERIC PRESSURE VAC,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,Australia,Zhejiang Province,Australia,River-Sea Transportation,Yes,22330.0,701349,"Glassware of a kind used for table or kitchen purposes (not drinking glasses or of glass-ceramics), of glass n.e.c. in item no. 7013.4",ANIQUE BLUE KETTLE;  ANTIBACTERIAL REINFORCED GLASS CUTTING BOARD;  ART GLASS FRUIT TRAY;  ASHTRAY;  BAMBOO SLIP TUBE;  BAMBOO WOVEN GLASS CUP;  BEER GLASS;  BEER MUGS;  BIG BOWL;  CANDLE BASIN;  CANNED FOOD BOTTLE;  CARVED BASIN;  CHILLI-SHAPED CASTER;  ,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,Australia,Zhejiang Province,Australia,River-Sea Transportation,Yes,11292.0,392410,Plastics; tableware and kitchenware,250 MILLILITER SPORTS KETTLE;  300 MILLILITER SPORTS KETTLE;  ABSORBENT PAPER CUP PAD;  ACRYLIC CASTOR;  ACRYLIC CASTOR TRAY;  ACRYLIC CUP;  ACRYLIC CUTTING BOARD;  ACRYLIC DRAUGHT BEER POT;  ACRYLIC FRUIT BOWL;  ACRYLIC FRUIT DISH;  ACRYLIC FRUIT PLATE; ,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,Australia,Zhejiang Province,Australia,River-Sea Transportation,Yes,6846.0,392410,Plastics; tableware and kitchenware,250 MILLILITER SPORTS KETTLE;  300 MILLILITER SPORTS KETTLE;  ABSORBENT PAPER CUP PAD;  ACRYLIC CASTOR;  ACRYLIC CASTOR TRAY;  ACRYLIC CUP;  ACRYLIC CUTTING BOARD;  ACRYLIC DRAUGHT BEER POT;  ACRYLIC FRUIT BOWL;  ACRYLIC FRUIT DISH;  ACRYLIC FRUIT PLATE; ,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,546655.0,961700,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners",ACRYLIC INSULATION CAN;  AIR POT BOTTLE;  AIR PRESSURE BOTTLE WITH IRON CASE;  AIR PRESSURE BOTTLE WITH PLASTIC CASE;  AIR PRESSURE BOTTLE WITH STAINLESS STEEL CASE;  ALL STAINLESS STEEL VACUUM BOTTLES;  ALL-PLASTIC VACUUM FLASK;  ATMOSPHERIC PRESSURE VAC,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,2500.0,732690,Iron or steel; articles n.e.c. in heading 7326,16U SLIDING CABINET;  2D DRAG PLATE FOR DETECTING INSTRUMENT;  2U INDUSTRIAL COMPUTER CHASSIS;  35U SINGLE ENTRY ROUTINE CABINET;  3D ANGLE;  42U CABINET;  6U UPPER-FRAME TYPE INDUSTRIAL CASE;  A RING;  ABNORMAL-SHAPED CASE;  ABRASION PROOF STEEL LINER PL,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,124550.0,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",12 PCS SET COOKER;  18 PCS KITCHENWARE;  3PCS BBQ SET;  6 PIECES BAR TOOL SUIT;  8 PIECES BAR TOOL SUIT;  AD CUPS;  ADVANCED ROUND FIRE POT STOVE;  ADVERTISEMENT GIFT CUP;  AIR BOTTLE PLATFORM;  AIR-TIGHT JARS;  ALCOHOL STOVE STAND;  ALL STAINLESS STEEL V,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,10569.0,392410,Plastics; tableware and kitchenware,250 MILLILITER SPORTS KETTLE;  300 MILLILITER SPORTS KETTLE;  ABSORBENT PAPER CUP PAD;  ACRYLIC CASTOR;  ACRYLIC CASTOR TRAY;  ACRYLIC CUP;  ACRYLIC CUTTING BOARD;  ACRYLIC DRAUGHT BEER POT;  ACRYLIC FRUIT BOWL;  ACRYLIC FRUIT DISH;  ACRYLIC FRUIT PLATE; ,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,1321.0,392350,"Plastics; stoppers, lids, caps and other closures, for the conveyance or packing of goods",ABS PLASTICS BOTTLE CAP;  ABS XISU;  ACRYLIC BOTTLE CAP;  ACRYLIC PERFUME BOTTLE CAP;  AEROFLOAT BOTTLE CAP;  AEROSOL PREPARATION GLUE COVER;  AEROSOL PREPARATION PLASTIC CAP;  AGRICULTURAL CHEMICALS BOTTLE CAP;  ALUMINIUM AND PLASTIC COMPOUND COVER;  ALU,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,278375.0,961700,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners",ACRYLIC INSULATION CAN;  AIR POT BOTTLE;  AIR PRESSURE BOTTLE WITH IRON CASE;  AIR PRESSURE BOTTLE WITH PLASTIC CASE;  AIR PRESSURE BOTTLE WITH STAINLESS STEEL CASE;  ALL STAINLESS STEEL VACUUM BOTTLES;  ALL-PLASTIC VACUUM FLASK;  ATMOSPHERIC PRESSURE VAC,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,3228.0,960390,"Brooms, brushes, mops, feather dusters, squeegees, hand operated mechanical floor sweepers; (not motorised), prepared knots and tufts for brooms or brush making n.e.c.",CRAFT WHISK;  FEATHER DUSTER;  FEATHER WHISK;  MAGIC DUSTER;  MAGIC PLASTIC FEATHER DUSTER;  PLASTIC WHISK;  TERYLENE WHISK;,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,1260.0,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",12 PCS SET COOKER;  18 PCS KITCHENWARE;  3PCS BBQ SET;  6 PIECES BAR TOOL SUIT;  8 PIECES BAR TOOL SUIT;  AD CUPS;  ADVANCED ROUND FIRE POT STOVE;  ADVERTISEMENT GIFT CUP;  AIR BOTTLE PLATFORM;  AIR-TIGHT JARS;  ALCOHOL STOVE STAND;  ALL STAINLESS STEEL V,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,25421.0,701349,"Glassware of a kind used for table or kitchen purposes (not drinking glasses or of glass-ceramics), of glass n.e.c. in item no. 7013.4",ANIQUE BLUE KETTLE;  ANTIBACTERIAL REINFORCED GLASS CUTTING BOARD;  ART GLASS FRUIT TRAY;  ASHTRAY;  BAMBOO SLIP TUBE;  BAMBOO WOVEN GLASS CUP;  BEER GLASS;  BEER MUGS;  BIG BOWL;  CANDLE BASIN;  CANNED FOOD BOTTLE;  CARVED BASIN;  CHILLI-SHAPED CASTER;  ,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,8791.0,701337,"Glassware; drinking glasses (not stemware), other than of lead crystal or glass-ceramics",AD CUPS;  ADVERTISEMENT GLASS GOBLET;  ADVERTISING CUP;  AIR CUP;  ALL CLEAR CHAMPAGNE GLASS;  ALL CLEAR MARTINI GLASS;  ALL CLEAR RED WINE GLASS;  ALL CLEAR WHITE WINE GLASS;  APPLIQUE GLASS CUP;  APPLIQUE HEAT RESISTING GLASS TEA SET;  ARCHAIZED WINE GO,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,137746.0,392410,Plastics; tableware and kitchenware,250 MILLILITER SPORTS KETTLE;  300 MILLILITER SPORTS KETTLE;  ABSORBENT PAPER CUP PAD;  ACRYLIC CASTOR;  ACRYLIC CASTOR TRAY;  ACRYLIC CUP;  ACRYLIC CUTTING BOARD;  ACRYLIC DRAUGHT BEER POT;  ACRYLIC FRUIT BOWL;  ACRYLIC FRUIT DISH;  ACRYLIC FRUIT PLATE; ,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,2761.0,392350,"Plastics; stoppers, lids, caps and other closures, for the conveyance or packing of goods",ABS PLASTICS BOTTLE CAP;  ABS XISU;  ACRYLIC BOTTLE CAP;  ACRYLIC PERFUME BOTTLE CAP;  AEROFLOAT BOTTLE CAP;  AEROSOL PREPARATION GLUE COVER;  AEROSOL PREPARATION PLASTIC CAP;  AGRICULTURAL CHEMICALS BOTTLE CAP;  ALUMINIUM AND PLASTIC COMPOUND COVER;  ALU,Export,"Hangzhou City,Zhejiang",Ordinary Trade
2017-07-01,Company address; Company name; Company original address,"Hangzhou Everich Houseware Co., Ltd.","Jiefang Road, Shangcheng, Hangzhou, Zhejiang, China, 310000",sales@everich.cn,+86 571 8792 3688,everich.cn,https://panjiva.com/Hangzhou-Everich-Houseware-Co-Ltd/4923442,Logistics,杭州同富日用品有限公司,杭州市解放路138号航天通信大厦12楼,"12/F.,Aerocom Mansion,138 Jiefang Road,Hangzhou,Zhejiang 310009,China",,,,,,,Canada,Zhejiang Province,Canada,River-Sea Transportation,Yes,126106.0,961700,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners",ACRYLIC INSULATION CAN;  AIR POT BOTTLE;  AIR PRESSURE BOTTLE WITH IRON CASE;  AIR PRESSURE BOTTLE WITH PLASTIC CASE;  AIR PRESSURE BOTTLE WITH STAINLESS STEEL CASE;  ALL STAINLESS STEEL VACUUM BOTTLES;  ALL-PLASTIC VACUUM FLASK;  ATMOSPHERIC PRESSURE VAC,Export,"Hangzhou City,Zhejiang",Ordinary Trade
